way_id,coordinates
102,"105.8204281,21.0568115;105.8206035,21.0565931;105.8207333,21.0564267;105.8209174,21.0561851;105.8209668,21.0561163;105.8211213,21.0559298;105.8211817,21.0558647;105.8212086,21.0558358;105.8212608,21.0557796;105.8213245,21.0557046"
103,"105.8276535,21.0650398;105.8275922,21.0650024;105.8270389,21.0646937;105.8268169,21.0645728;105.8265479,21.0644058;105.8262431,21.0642614;105.8261638,21.0642192;105.8259125,21.0640728;105.8257654,21.063987;105.8254174,21.0637733;105.8252155,21.0636566;105.8250546,21.0635553;105.824941,21.0634759;105.8247433,21.0633613;105.8246147,21.063131;105.8245074,21.0629407;105.8244109,21.0626554;105.824309,21.0623801;105.8242865,21.0622978;105.8241963,21.0619996;105.8241012,21.0617228;105.8240837,21.0616793;105.8240602,21.061614;105.8239238,21.0612353;105.8239285,21.0611797;105.823801,21.0608047;105.8237817,21.0607422;105.8236463,21.0603334;105.8236289,21.0602748;105.8235852,21.0601246;105.8235432,21.0600014;105.8234817,21.0598678;105.8234187,21.0597942;105.8233612,21.0597485;105.8233111,21.05971;105.8229632,21.0594791;105.8226838,21.0592946;105.8224254,21.0590909;105.8222297,21.0589308;105.8221569,21.0588817;105.8219895,21.0587569;105.8218716,21.0586405;105.821846,21.0585654;105.8218655,21.0584791;105.821957,21.0583398;105.8220803,21.0581849;105.8221529,21.0580902;105.8222597,21.058004;105.8225194,21.0577003;105.8229426,21.0571524;105.8230532,21.0569821"
104,"105.8322377,21.0628438;105.8323375,21.0629043;105.8323607,21.0629184;105.8324948,21.0629966;105.8327817,21.0631921;105.8333885,21.0636568;105.8337308,21.0639451;105.8338128,21.0640198;105.8338443,21.0640518;105.8340355,21.0642234;105.8340777,21.0642611;105.8342913,21.0644392;105.834652,21.0647014;105.8346918,21.0647313;105.8347741,21.0647934;105.8348203,21.064825;105.8348914,21.0648758;105.8349249,21.0649005;105.8350034,21.0649612;105.8352273,21.0651228;105.8354823,21.0653062;105.8355976,21.0653864;105.835624,21.065407;105.8357897,21.0655301;105.8360074,21.0656859;105.836126,21.0657657"
105,"105.9044023,21.0120474;105.9046905,21.0117246;105.9051157,21.0112452;105.9052809,21.011091;105.9053131,21.0110609;105.9055362,21.0110529;105.9060882,21.0108731;105.9063629,21.0107949;105.9064763,21.0107616;105.9066853,21.0107002;105.9067121,21.0106923;105.9068818,21.0106885;105.9072198,21.0106808;105.9074159,21.0106763;105.9075085,21.0106611;105.9075981,21.0106463;105.9078537,21.0106042;105.907942,21.0105995;105.908145,21.0105886;105.9084545,21.0105721;105.9090289,21.0105654;105.9094329,21.010484;105.9098267,21.0104634;105.910172,21.0104339;105.9103059,21.0104254;105.9105296,21.0104111;105.9105569,21.0104094;105.9108491,21.0103878;105.9108995,21.0103812;105.9111569,21.0103477;105.9112131,21.0103445;105.911512,21.0103276;105.9115426,21.0103259;105.9118152,21.0102916"
106,"105.9016112,21.0205803;105.9019577,21.0208177;105.9020254,21.020886;105.9021146,21.0209759;105.9021883,21.0210662;105.9022964,21.021211;105.9023414,21.0212713;105.9023701,21.021308;105.9025066,21.0214824;105.9029896,21.0217202;105.9031127,21.0217491;105.9032478,21.0217808;105.9036684,21.021836;105.9040188,21.0219264;105.9040821,21.0219427;105.9044646,21.0221824;105.904677,21.0223304;105.9050349,21.0226577;105.9050904,21.0227084;105.9051974,21.0228072;105.9052656,21.0228869"
107,"105.9118012,21.0373097;105.9117393,21.0371874;105.9116625,21.0370356;105.9115694,21.0368748;105.911494,21.0367445;105.9113623,21.0365171;105.911284,21.0363819;105.9111345,21.0361238;105.9109478,21.0358013;105.9109231,21.0357587;105.9108333,21.0356035"
108,"105.9131655,21.0297394;105.9134203,21.0299743;105.9134535,21.0300048;105.9135013,21.0300415;105.9135424,21.0300731"
109,"105.9070606,21.037404;105.9073472,21.0372672;105.9077616,21.0370694;105.9080865,21.0369144;105.9090115,21.036474;105.909128,21.0364173;105.9095322,21.0362244;105.9097719,21.03611;105.9100113,21.0359958;105.9101829,21.0359139;105.9103302,21.0358436;105.9105133,21.0357562"
110,"105.8976773,21.0736583;105.898478,21.0729723;105.8986334,21.0728386;105.8989317,21.0725829;105.8994449,21.0721428;105.8996821,21.0719408;105.8999193,21.0717307;105.9000711,21.0716069;105.9001861,21.0715075;105.9002757,21.0714299;105.9008568,21.0709324;105.9011492,21.0706617;105.9012221,21.0705931;105.9013039,21.0705094;105.9014659,21.0703645;105.9015442,21.0702941;105.9019795,21.0699699"
111,"105.8091329,21.0610495;105.8090253,21.0610792;105.8089242,21.0611343;105.8088474,21.0611812;105.808765,21.0612326;105.8087069,21.0612992;105.8086806,21.0613272;105.8084031,21.0615853;105.8081656,21.0618832;105.8080229,21.0620621;105.8079105,21.0622115;105.8077291,21.0624526;105.8076049,21.0626104;105.8075035,21.0627392;105.8074661,21.0627867;105.8073387,21.0629522;105.8071513,21.0631852;105.8069365,21.0634673;105.8067178,21.0637434;105.8066559,21.0638215;105.8065971,21.063902;105.8064571,21.0640937;105.8063985,21.0641714;105.8063699,21.0642102;105.806326,21.0642732;105.8061894,21.0644601;105.8061077,21.0645659;105.8059781,21.0647212"
112,"105.8139284,21.0339223;105.813819,21.0339537;105.8126008,21.0342536;105.8125201,21.0342755;105.8120859,21.0343956;105.8117697,21.034483;105.8116813,21.0345032;105.8109373,21.0347069;105.8104196,21.0348324;105.8103572,21.03484;105.810305,21.0348404;105.8102648,21.034846;105.8102284,21.0348493;105.8101958,21.0348632;105.8100892,21.0349439;105.8099756,21.0350268;105.809867,21.0350922;105.8098434,21.0351039;105.8097226,21.0351635;105.8095175,21.0352303;105.8094336,21.0352576;105.8091376,21.0353504;105.808908,21.0354314;105.808767,21.0354916;105.8086997,21.035528;105.8086559,21.0355662;105.8086319,21.0356191;105.8086014,21.035711;105.8085683,21.0358078;105.808525,21.0359417;105.8085055,21.0359973;105.8084808,21.0360553;105.808443,21.0361058;105.8084026,21.0361695;105.8083609,21.0362142;105.8083027,21.036235;105.8082292,21.0362379;105.8081322,21.0362361;105.8079835,21.0362315;105.8078618,21.0362665;105.8076064,21.0363666;105.8075345,21.0364015;105.807362,21.0365202;105.807157,21.0366408;105.8069638,21.0367477;105.8069103,21.0367763"
113,"105.81856,20.9997154;105.8185945,20.9996866;105.8187561,20.9995293;105.8187744,20.9994487;105.8187629,20.9993775;105.8187412,20.9992553;105.8186911,20.9990065;105.8186068,20.9986775;105.8185639,20.9985496;105.8185148,20.9983923;105.8183821,20.997853;105.818325,20.9977268;105.8182968,20.9976493;105.8182003,20.9974444;105.8181251,20.9973037;105.8180862,20.9972113;105.8179814,20.9969193;105.8177898,20.9962282;105.8177357,20.9960991;105.8176173,20.9956718;105.8175457,20.9954085;105.8175055,20.9952585;105.8174676,20.995112;105.8174286,20.994913;105.8173376,20.9945896;105.8172982,20.9944684;105.8172398,20.9942554;105.8171959,20.9939975"
114,"105.8134625,20.9862914;105.8133878,20.9864889;105.8132332,20.986884;105.8131154,20.9872815;105.8130457,20.9875344;105.8129398,20.9879351;105.8129226,20.98816;105.812921,20.9883959;105.8129287,20.9884718;105.8129515,20.9888135;105.8130111,20.989291;105.8130827,20.9898029;105.8130946,20.9898774;105.813107,20.9899729;105.8131444,20.9903558;105.8131808,20.9906037;105.8132976,20.9911054;105.8133194,20.9911989;105.8134513,20.9917875;105.8135088,20.9920242;105.8136224,20.9923383;105.813797,20.9928586;105.8138038,20.9928847;105.8138143,20.9929211"
115,"105.8675317,20.9983403;105.867295,20.9982539;105.8667495,20.9980598;105.8661374,20.9978322;105.8658786,20.9977362;105.8657891,20.997704"
116,"105.8583461,21.0169388;105.8590083,21.0148046;105.8590371,21.0147101"
117,"105.8599559,21.0135821;105.859933,21.0137192;105.8597135,21.014743;105.8596865,21.014865;105.8596724,21.0149235;105.859653,21.0150046;105.8594626,21.015895;105.859193,21.0171201;105.8591278,21.0174117;105.8588915,21.0183814;105.8588581,21.0184641;105.8588143,21.0185725"
118,"105.8582827,21.0127586;105.858387,21.0128287;105.8589494,21.0132219;105.8591736,21.0133794;105.8592243,21.013417;105.8592522,21.0134395;105.8592804,21.0134611;105.8593163,21.0134843"
119,"105.8507357,21.0032328;105.8506216,21.0032517;105.8504092,21.0032858;105.8502549,21.0033135;105.850174,21.0033279;105.8501297,21.0033375;105.8500606,21.0033484;105.850037,21.0033521;105.8499587,21.0033606;105.8497361,21.0033703;105.8489109,21.0033905;105.8482614,21.0034039;105.8482477,21.0034029;105.8481986,21.0033993;105.8481551,21.0033902;105.8480272,21.0032947;105.8479807,21.0032553"
120,"105.8421472,20.9941798;105.842457,20.9946791;105.8425492,20.9948262;105.8426693,20.9950752;105.8427149,20.9951975;105.8427499,20.9952732;105.8428554,20.9957364;105.8428438,20.995876;105.8428417,20.9961686;105.8428271,20.9964238;105.8428137,20.9965553;105.842781,20.9968671;105.8427322,20.9971659;105.8427209,20.9972327"
121,"105.8421472,20.9941798;105.8427215,20.9939561;105.8428583,20.9938524;105.8429494,20.9937244;105.8431045,20.9934936;105.8431272,20.9934614"
122,"105.8410485,21.0307078;105.8407945,21.0307566;105.8406251,21.0307892;105.8403743,21.0308374;105.8388385,21.0311326;105.8387224,21.0311549"
123,"105.8273507,21.0295689;105.8274808,21.0296459;105.8280212,21.0300788;105.8280681,21.0301127;105.8282973,21.0302786;105.8283137,21.03029;105.8285476,21.0304529;105.8287269,21.030582;105.8289284,21.030725;105.8294735,21.0311542;105.8296826,21.0313211;105.8297313,21.0313601;105.8297515,21.0313818;105.8297653,21.0314056;105.8298109,21.0315576;105.8298403,21.0316587;105.8298755,21.0317839"
124,"105.8171959,20.9939975;105.8171917,20.9935178;105.8171688,20.9933454;105.8171379,20.9931435;105.8171301,20.9928931"
125,"105.8608635,21.013714;105.8602893,21.0136187;105.8601202,21.0135956"
126,"105.8593349,21.0114263;105.8593745,21.0114538;105.8597959,21.0117471;105.8599943,21.0118826;105.8600928,21.0119521;105.8602494,21.0120592;105.860338,21.0121198;105.8605004,21.0122364;105.8610906,21.0126474"
127,"105.8307524,21.0109727;105.8308268,21.0107692;105.8308714,21.0106903;105.8309251,21.0105574;105.8310199,21.0103229;105.8311112,21.0101008;105.8311532,21.0100044;105.8312331,21.0098211;105.8313437,21.0095462;105.8315328,21.0090824;105.8316035,21.008917;105.8316582,21.008788;105.8317019,21.0086947;105.8317529,21.0086119;105.8317631,21.0085954;105.8319822,21.0083554;105.8320118,21.0083226;105.832104,21.0082183;105.8322228,21.0080794;105.8325515,21.0077279;105.8327051,21.0075711;105.8327433,21.0075279"
128,"105.8204281,21.0568115;105.820324,21.056926;105.81993,21.0573806;105.8196457,21.0577535;105.8193748,21.058104;105.8189889,21.0585879;105.8187529,21.0588808;105.818482,21.0593238;105.8184337,21.0595316;105.8184176,21.0596517;105.8184193,21.0597143;105.8184096,21.0598495;105.8184337,21.0599921;105.818482,21.0601373;105.8185624,21.06031;105.8186483,21.0604677;105.8187341,21.0605754;105.8188414,21.060683;105.8190191,21.0608297;105.8192652,21.0609558;105.8194231,21.0610175;105.8195813,21.0611026;105.8198016,21.0613163;105.8198586,21.0614379;105.8198905,21.0614664;105.8200357,21.0615957;105.8202683,21.0617192;105.8203295,21.0617766;105.820436,21.0618419;105.8206214,21.0619567;105.8207223,21.0620137;105.8208671,21.0620987;105.8209115,21.062124;105.8209564,21.0621432;105.8209989,21.0621614;105.8210174,21.0621645;105.8212078,21.0621963;105.8213548,21.0622598"
129,"105.7902894,21.0460782;105.7902893,21.046245"
130,"105.7714957,21.0615473;105.7715484,21.061554;105.7720103,21.0616133"
131,"105.7806751,21.0621189;105.7804991,21.0623941;105.7804069,21.0625622;105.7803225,21.0627119;105.780139,21.0630403;105.7800846,21.0631684;105.7799383,21.0634141;105.7797535,21.0637812;105.7796259,21.0641138;105.7795819,21.0642535;105.7795367,21.0643827;105.7794739,21.0646565;105.7794403,21.0649194;105.7794197,21.0655073;105.779394,21.065692;105.7793689,21.0658639;105.7793424,21.0660733;105.7793064,21.0661968;105.7792272,21.0664511;105.7791717,21.0666728;105.7791162,21.0668707;105.779079,21.0670536;105.779046,21.0672137;105.7789904,21.0675256;105.7789567,21.0677362;105.7789049,21.0679019;105.7788005,21.0681544;105.7787385,21.0683384;105.7786992,21.0684112;105.7786246,21.0686048;105.778514,21.0687973;105.7784619,21.0688899;105.7783823,21.0689961;105.7783487,21.06904;105.7780834,21.0696063;105.7779792,21.0697432;105.7779345,21.0698037;105.7775964,21.0702112;105.7772333,21.0706545;105.7771465,21.0707774;105.7771036,21.0708567;105.7770995,21.0709373;105.7771155,21.0715521"
132,"105.8630931,21.0148756;105.8634656,21.0149609;105.863765,21.0150427;105.8641047,21.0151079;105.8643723,21.015165;105.8646473,21.0152157;105.8648357,21.0152539;105.8651862,21.0153548;105.8652316,21.0153725"
133,"105.837589,21.009484;105.8376464,21.0094117;105.838343,21.0086548;105.8386602,21.0083173;105.8388719,21.0080943;105.8389618,21.0080247;105.8391407,21.0079834;105.8394448,21.0079281;105.8396712,21.0078958;105.8400025,21.0078489;105.8402267,21.0078235"
134,"105.8547676,21.0338265;105.8547399,21.0338915;105.8546374,21.0347468;105.8546223,21.0348472"
135,"105.8356008,21.0078461;105.8355396,21.0077923;105.8354845,21.0077463;105.8349059,21.0072718;105.8348649,21.0072345"
136,"105.8181474,21.0143279;105.8177309,21.0146258"
137,"105.7742735,21.2215965;105.7743072,21.2216013;105.7749714,21.221695;105.7751417,21.2217406;105.7752651,21.2218191;105.7754287,21.2219169;105.7774031,21.2236589;105.7795265,21.2253967;105.7798147,21.2256201;105.7829599,21.2281979;105.7830942,21.2282976;105.7831934,21.2283467;105.7833651,21.2283889;105.7835488,21.2284207;105.7839079,21.2284585;105.7841964,21.228507;105.7875185,21.2291129;105.7882899,21.2292434;105.7884567,21.2292879;105.7885925,21.22937;105.7886584,21.2294162;105.7890683,21.229727;105.7891967,21.2297875;105.7892587,21.2297974;105.789334,21.2298095;105.7899868,21.2296455;105.7910517,21.2293277;105.7918953,21.2290759;105.7920316,21.2290559;105.7922359,21.2290859;105.7951092,21.230106;105.795739,21.2303206;105.7981429,21.2311397;105.7992397,21.2315218;105.8004378,21.2319046;105.8009135,21.2321241;105.8012496,21.2322733;105.8019189,21.2325702;105.8022011,21.2326992;105.8025628,21.2328479;105.8026089,21.2328747;105.8028338,21.2329773;105.8029276,21.2330201;105.8041117,21.2335604;105.8041924,21.2335972;105.8054527,21.2341316;105.8058115,21.2342741;105.8060558,21.2343711;105.8061913,21.2344249;105.8071746,21.2348982;105.8079907,21.2352371;105.8081569,21.2353043;105.8089536,21.2356782;105.8090694,21.235737;105.8096667,21.2359634;105.810032,21.2361145;105.8113424,21.2367483;105.8122914,21.2371715;105.8139181,21.2379024;105.8140445,21.2379621;105.8142037,21.2380358;105.8158184,21.2387837;105.8158804,21.2388234;105.8164216,21.2391059;105.8190465,21.2402024;105.8190943,21.2402239;105.8204544,21.2408522;105.8206981,21.2409648;105.8208563,21.2410344;105.8208918,21.24105;105.822952,21.2420066;105.8230953,21.2420686;105.823739,21.2423586;105.8238074,21.2424149;105.8238584,21.2424874;105.8238798,21.2425724;105.8238885,21.242655;105.8238959,21.2429374;105.8239201,21.2434174;105.8239174,21.2437998;105.8239334,21.2441924;105.823959,21.2442787;105.82403,21.2443486;105.8241534,21.2444524;105.8243405,21.2445916;105.8253979,21.2453623;105.8263765,21.2460948;105.8268141,21.2464223;105.8285688,21.2477749;105.8294507,21.2484547;105.8295777,21.2485323;105.8296249,21.2485611;105.8296922,21.2486022;105.8297538,21.2486473;105.8306765,21.2493222;105.8313846,21.2498521;105.8316099,21.2500221;105.8318352,21.250252;105.8318972,21.2503352;105.8319479,21.2504034;105.8321356,21.2506721;105.8323931,21.251052;105.8325017,21.2512038;105.8326506,21.251412;105.8327203,21.2514784;105.8329411,21.2516889;105.8331227,21.251862;105.8336377,21.252382;105.8343108,21.2530522;105.834683,21.2534229;105.835471,21.2543179;105.8357178,21.2545293"
138,"105.8139284,21.0339223;105.814126,21.0338598"
139,"105.802296,21.0294;105.8024262,21.0293352;105.802609,21.0292442;105.8031411,21.0289799;105.8033276,21.0288935;105.8040743,21.0285475;105.8042061,21.0284873;105.8043652,21.0284135;105.804724,21.0282513;105.8048069,21.0282111;105.8048724,21.0281843"
140,"105.798635,21.0265314;105.7986004,21.0264408;105.7985047,21.0262623;105.798419,21.0261093;105.7983388,21.0259504;105.7982647,21.0257885;105.798154,21.0255242;105.7981023,21.0253432;105.798081,21.0252056;105.7980601,21.0250206;105.7980488,21.0248856;105.7980469,21.0247624;105.798059,21.0246561;105.7980786,21.0245556;105.7981073,21.0244616;105.7981376,21.0243923;105.7982954,21.0241364;105.7983321,21.0240783"
141,"105.8490747,21.0106586;105.8493074,21.0104311;105.8499467,21.0097837"
142,"105.8169541,21.005215;105.8169889,21.0050108;105.8170158,21.0049279;105.8171325,21.0046119;105.8172555,21.0042574;105.8173382,21.0040193;105.8175419,21.0034996;105.8175642,21.0034427;105.8176165,21.003309;105.8182342,21.0020049;105.8182696,21.0019298;105.8182888,21.0018862"
143,"105.8179006,21.0043221;105.8179607,21.0042658;105.8180009,21.0042281;105.8182566,21.0039563;105.8184915,21.0037492;105.8185081,21.0037345;105.8185892,21.003663;105.8186123,21.003645;105.818664,21.0036046;105.8188294,21.0034876;105.818854,21.003474;105.8190292,21.0033772;105.8192561,21.0032768"
144,"105.8171357,21.0052039;105.8168988,21.0055384;105.8167471,21.0057527;105.8165418,21.0060746;105.8164237,21.0062468;105.8162123,21.0065606;105.8156665,21.0073042;105.8155536,21.0074649;105.8153995,21.0076719;105.815362,21.0077222"
145,"105.8190895,21.0022176;105.8200037,21.0028938;105.8208098,21.0035042;105.821264,21.0038464;105.8215542,21.0040797;105.8216541,21.0041627;105.8217591,21.0042535;105.8218816,21.0043775;105.8220087,21.0045074"
146,"105.780498,21.0355356;105.7806712,21.0366153;105.7807873,21.0377062"
147,"105.6585148,21.089056;105.658411,21.089056;105.6574836,21.0889116;105.6572601,21.0888768;105.6570636,21.0888392;105.6566604,21.0887852;105.656456,21.088762;105.6543936,21.0885277;105.6531408,21.0883924;105.6520442,21.0882739;105.6519422,21.0882626;105.6511062,21.0881864"
148,"105.8474309,21.0132433;105.847322,21.0132304;105.8471999,21.013217;105.8471157,21.0132215;105.8470557,21.0132352;105.8469783,21.0132688;105.8468483,21.0133443;105.8467252,21.0134149;105.8466479,21.0134641"
149,"105.7975378,21.0342801;105.7975698,21.034478;105.7976608,21.0350567;105.7977868,21.0358574;105.7978488,21.0363245;105.797868,21.0365163;105.7978704,21.0365886;105.7978656,21.0367181;105.7978616,21.0368839;105.7978541,21.0370596;105.7978448,21.0372588;105.7978372,21.037395;105.7978225,21.0376663"
150,"105.8466479,21.0134641;105.8465591,21.0133069;105.8465441,21.0132803;105.8464796,21.0131275;105.8464412,21.0130274;105.8463391,21.0127605;105.8463087,21.0126788;105.8462777,21.0125942;105.8461894,21.0123038;105.8461261,21.0120998;105.8461015,21.0120146;105.8460397,21.0118007;105.845979,21.0115572;105.8459209,21.0113492;105.8458954,21.011258;105.8458795,21.0111861;105.8458515,21.0110256;105.8458178,21.0108533;105.845792,21.0107698;105.8457541,21.010647;105.8456531,21.0103074;105.8456135,21.0101393;105.8456018,21.0099913;105.8456093,21.0098541;105.8456477,21.0097235;105.8457085,21.0095681;105.8458209,21.0093571;105.8459244,21.0091329;105.8459732,21.0089869;105.8460198,21.0087873;105.8460315,21.0086159;105.8460527,21.0083564;105.8460538,21.0082729;105.8460661,21.0081019"
